Value of K,SSE,Size Of each Cluster
10,3398.7180558210284,1->969,2->419,3->558,4->183,5->549,6->37,7->146,8->459,9->342,10->338,
20,3266.6022668307874,1->332,2->427,3->390,4->433,5->119,6->79,7->81,8->435,9->56,10->34,11->90,12->158,13->98,14->450,15->129,16->169,17->98,18->79,19->59,20->284,
30,3199.394238891309,1->462,2->461,3->94,4->115,5->170,6->75,7->376,8->110,9->50,10->131,11->70,12->65,13->109,14->12,15->268,16->107,17->40,18->48,19->116,20->139,21->74,22->77,23->30,24->38,25->223,26->155,27->123,28->13,29->201,30->48,
40,6291.665018060116,1->428,2->44,3->46,4->206,5->117,6->172,7->179,8->139,9->625,10->147,11->28,12->334,13->117,14->202,15->165,16->365,17->90,18->150,19->97,20->218,21->107,22->23,23->165,24->431,25->58,26->382,27->233,28->370,29->583,30->61,31->165,32->254,33->188,34->258,35->317,36->127,37->118,38->95,39->122,40->74,
